postcode,suburb,state,dc,type
2350,DANGARSLEIGH,NSW,ARMIDALE DC,Delivery Area                                
2350,DONALD CREEK,NSW,ARMIDALE DC,Delivery Area                                
2350,DUMARESQ,NSW,ARMIDALE DC,Delivery Area                                
2350,DUVAL,NSW,ARMIDALE DC,Delivery Area                                
2350,ENMORE,NSW,ARMIDALE DC,Delivery Area                                
2350,HILLGROVE,NSW,ARMIDALE DC,Delivery Area                                
2350,INVERGOWRIE,NSW,ARMIDALE DC,Delivery Area                                
2350,JEOGLA,NSW,ARMIDALE DC,Delivery Area                                
2350,KELLYS PLAINS,NSW,ARMIDALE DC,Delivery Area                                
2350,LYNDHURST,NSW,ARMIDALE DC,Delivery Area                                
2350,PUDDLEDOCK,NSW,ARMIDALE DC,Delivery Area                                
2350,SAUMAREZ,NSW,ARMIDALE DC,Delivery Area                                
2350,SAUMAREZ PONDS,NSW,ARMIDALE DC,Delivery Area                                
2350,THALGARRAH,NSW,ARMIDALE DC,Delivery Area                                
2350,TILBUSTER,NSW,ARMIDALE DC,Delivery Area                                
2350,WARDS MISTAKE,NSW,ARMIDALE DC,Delivery Area                                
2350,WEST ARMIDALE,NSW,ARMIDALE DC,Delivery Area                                
2350,WOLLOMOMBI,NSW,ARMIDALE DC,Delivery Area                                
2350,WONGWIBINDA,NSW,ARMIDALE DC,Delivery Area                                
2351,UNIVERSITY OF NEW ENGLAND,NSW,UNIVERSITY OF NEW ENGLAND LPO,LVR                                          
2352,KOOTINGAL,NSW,KOOTINGAL LPO,Delivery Area                                
2352,LIMBRI,NSW,KOOTINGAL LPO,Delivery Area                                
2352,MULLA CREEK,NSW,KOOTINGAL LPO,Delivery Area                                
2352,TINTINHULL,NSW,KOOTINGAL LPO,Delivery Area                                
2353,MOONBI,NSW,MOONBI,Delivery Area                                
2354,BRANGA PLAINS,NSW,WALCHA LPO,Delivery Area                                
2354,KENTUCKY,NSW,WALCHA LPO,Delivery Area                                
2354,KENTUCKY SOUTH,NSW,WALCHA LPO,Delivery Area                                
2354,MOONA PLAINS,NSW,WALCHA LPO,Delivery Area                                
2354,NIANGALA,NSW,WALCHA LPO,Delivery Area                                
2354,NOWENDOC,NSW,WALCHA LPO,Delivery Area                                
2354,WALCHA,NSW,WALCHA LPO,Delivery Area                                
2354,WALCHA ROAD,NSW,WALCHA DELIVERY,Delivery Area                                
2354,WOLLUN,NSW,WALCHA LPO,Delivery Area                                
2354,WOOLBROOK,NSW,WALCHA LPO,Delivery Area                                
2354,YARROWITCH,NSW,WALCHA LPO,Delivery Area                                
2355,BENDEMEER,NSW,BENDEMEER LPO,Delivery Area                                
2355,WATSONS CREEK,NSW,BENDEMEER LPO,Delivery Area                                
2356,GWABEGAR,NSW,GWABEGAR LPO,Delivery Area                                
2357,BOMERA,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,BUGALDIE,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,COONABARABRAN,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,DANDRY,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,GOWANG,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,PURLEWAUGH,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,ROCKY GLEN,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,TANNABAR,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2357,ULAMAMBRI,NSW,COONABARABRAN DELIVERY,Delivery Area                                
2358,ARDING,NSW,URALLA LPO,Delivery Area                                
2358,BAKERS CREEK,NSW,URALLA LPO,Delivery Area                                
2358,BALALA,NSW,URALLA LPO,Delivery Area                                
2358,ENMORE,NSW,URALLA LPO,Delivery Area                                
2358,GOSTWYCK,NSW,URALLA LPO,Delivery Area                                
2358,KINGSTOWN,NSW,URALLA LPO,Delivery Area                                
2358,MIHI,NSW,URALLA LPO,Delivery Area                                
2358,ROCKY RIVER,NSW,URALLA LPO,Delivery Area                                
2358,SALISBURY PLAINS,NSW,URALLA LPO,Delivery Area                                
2358,TORRYBURN,NSW,URALLA LPO,Delivery Area                                
2358,URALLA,NSW,URALLA LPO,Delivery Area                                
2358,YARROWYCK,NSW,URALLA LPO,Delivery Area                                
2359,ABERDEEN,NSW,BUNDARRA LPO,Delivery Area                                
2359,BUNDARRA,NSW,BUNDARRA LPO,Delivery Area                                
2359,CAMERONS CREEK,NSW,BUNDARRA LPO,Delivery Area                                
2360,AUBURN VALE,NSW,INVERELL DC,Delivery Area                                
2360,BRODIES PLAINS,NSW,INVERELL DC,Delivery Area                                
